date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:38:00	4321/4321	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/jquery.bxslider.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/jquery.bxslider.css	(from window.location.href = './dashboard/';)
20:38:01	49363/49363	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/style.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/style.css	(from window.location.href = './dashboard/';)
20:38:01	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/Trija/Downloads/ADIPWebsite/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from window.location.href = './dashboard/';)
20:38:01	338/338	---M--	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/site.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/site.css	(from window.location.href = './dashboard/';)
20:38:01	4021/4021	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/color/default.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/color/default.css	(from window.location.href = './dashboard/';)
20:38:02	166202/166202	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/bootstrap.min-3.3.7.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/bootstrap.min-3.3.7.css	(from window.location.href = './dashboard/';)
20:38:02	2806/2806	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/header.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/header.css	(from window.location.href = './dashboard/';)
20:38:02	19753/19753	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:56%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/dashboard/sweetalert.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/dashboard/sweetalert.css	(from window.location.href = './dashboard/';)
20:38:02	28332/28332	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/aos.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/aos.css	(from window.location.href = './dashboard/';)
20:38:03	59837/59837	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/animate.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/animate.css	(from window.location.href = './dashboard/';)
20:38:03	1377/1377	---M--	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/carouselTicker.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/carouselTicker.css	(from window.location.href = './dashboard/';)
20:38:03	2196/2196	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/stylesheet.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/stylesheet.css	(from window.location.href = './dashboard/';)
20:38:03	1476/1476	---M--	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/owl.carousel.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/owl.carousel.css	(from window.location.href = './dashboard/';)
20:38:03	1665/1665	---M--	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/owl.theme.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/owl.theme.css	(from window.location.href = './dashboard/';)
20:38:04	4476/4476	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/owl.transitions.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/owl.transitions.css	(from window.location.href = './dashboard/';)
20:38:04	4978/4978	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:16:58%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/DataTable/dataTables.bootstrap.min.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/DataTable/dataTables.bootstrap.min.css	(from window.location.href = './dashboard/';)
20:38:04	30930/30930	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Nov%202021%2004:17:00%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/mobile_new.css	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/css/homepage/latest/mobile_new.css	(from window.location.href = './dashboard/';)
20:38:04	37055/37055	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/bootstrap.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/bootstrap.min.js	(from window.location.href = './dashboard/';)
20:38:04	14244/14244	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/aos.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/aos.js	(from window.location.href = './dashboard/';)
20:38:05	8159/8159	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:20%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/wow.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/wow.min.js	(from window.location.href = './dashboard/';)
20:38:05	92857/92857	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.js	(from window.location.href = './dashboard/';)
20:38:05	8097/8097	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.easing.1.3.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.easing.1.3.js	(from window.location.href = './dashboard/';)
20:38:05	61962/61962	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/bootstrap.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/bootstrap.js	(from window.location.href = './dashboard/';)
20:38:06	8496/8496	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/modernizr.custom.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/modernizr.custom.js	(from window.location.href = './dashboard/';)
20:38:06	2104/2104	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:20%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/toucheffects.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/toucheffects.js	(from window.location.href = './dashboard/';)
20:38:06	19183/19183	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.bxslider.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.bxslider.min.js	(from window.location.href = './dashboard/';)
20:38:06	68323/68323	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/camera/camera.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/camera/camera.js	(from window.location.href = './dashboard/';)
20:38:06	271/271	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/camera/setting.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/camera/setting.js	(from window.location.href = './dashboard/';)
20:38:07	21506/21506	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.prettyPhoto.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.prettyPhoto.js	(from window.location.href = './dashboard/';)
20:38:07	14697/14697	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/portfolio/jquery.quicksand.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/portfolio/jquery.quicksand.js	(from window.location.href = './dashboard/';)
20:38:07	978/978	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/portfolio/setting.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/portfolio/setting.js	(from window.location.href = './dashboard/';)
20:38:07	56318/56318	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.flexslider.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.flexslider.js	(from window.location.href = './dashboard/';)
20:38:08	10003/10003	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/animate.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/animate.js	(from window.location.href = './dashboard/';)
20:38:08	2036/2036	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/inview.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/inview.js	(from window.location.href = './dashboard/';)
20:38:08	5227/5227	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.bootstrap.newsbox.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/jquery.bootstrap.newsbox.min.js	(from window.location.href = './dashboard/';)
20:38:08	3795/3795	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/custom.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/custom.js	(from window.location.href = './dashboard/';)
20:38:09	54308/54308	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/owl.carousel.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/new/owl.carousel.js	(from window.location.href = './dashboard/';)
20:38:09	14239/14239	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:18%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/lib/aos.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/lib/aos.js	(from window.location.href = './dashboard/';)
20:38:09	86715/86715	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/DataTable/jquery.dataTables.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/DataTable/jquery.dataTables.min.js	(from window.location.href = './dashboard/';)
20:38:09	4413/4413	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/DataTable/dataTables.bootstrap.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/DataTable/dataTables.bootstrap.min.js	(from window.location.href = './dashboard/';)
20:38:09	11082/11082	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/DataTable/dataTables.responsive.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/latest/DataTable/dataTables.responsive.min.js	(from window.location.href = './dashboard/';)
20:38:10	149824/149824	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:14%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/schemeTitle5.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/schemeTitle5.png	(from window.location.href = './dashboard/';)
20:38:10	40895/40895	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:08:09%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/downloadPage1	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/downloadPage1.html	(from window.location.href = './dashboard/';)
20:38:10	45191/45191	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:08:09%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/faq_adip	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/faq_adip.html	(from window.location.href = './dashboard/';)
20:38:10	61694/61694	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:08:09%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/get_feedback_form	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/get_feedback_form.html	(from window.location.href = './dashboard/';)
20:38:10	112282/112282	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:08:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/get_beneficiary_registration	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/../registration	(from window.location.href = './dashboard/';)
20:38:11	53812/53812	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Mar%202022%2015:08:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/getregistration	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/getregistration.html	(from window.location.href = './dashboard/';)
20:38:11	6331/6331	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2025%20Nov%202021%2004:17:02%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/PROSchema.xsd	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/PROSchema.xsd	(from window.location.href = './dashboard/';)
20:38:11	708/708	---M--	200	added ('OK')	application/xml	date:Thu,%2025%20Nov%202021%2004:17:02%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/PROSchema.xml	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/PROSchema.xml	(from window.location.href = './dashboard/';)
20:38:11	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:08:10%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/IVEDAExporterPackingDtl.xsd	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/IVEDAExporterPackingDtl.xsd	(from window.location.href = './dashboard/';)
20:38:12	54385/54385	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Mar%202022%2015:08:11%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/IVEDAExporterPackingDtl.xml	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/IVEDAExporterPackingDtl.xml	(from window.location.href = './dashboard/';)
20:38:12	12045/12045	---M--	200	added ('OK')	application/octet-stream-unknown	date:Thu,%2025%20Nov%202021%2004:17:02%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/ExporterTertiaryExcel.xlsx	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/ExporterTertiaryExcel.xlsx	(from window.location.href = './dashboard/';)
20:38:12	197382/197382	---M--	200	added ('OK')	application/octet-stream-unknown	date:Thu,%2025%20Nov%202021%2004:17:02%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/download/Manuals_iveda/SchemaFiles_User_Manual.docx	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/download/Manuals_iveda/SchemaFiles_User_Manual.docx	(from window.location.href = './dashboard/';)
20:38:12	4608/4608	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:20%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/sha256.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/sha256.js	(from window.location.href = './dashboard/';)
20:38:12	2318/2318	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/formFieldValidation/CSRF2.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/formFieldValidation/CSRF2.js	(from window.location.href = './dashboard/';)
20:38:13	8833/8833	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/formFieldValidation/md5.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/formFieldValidation/md5.js	(from window.location.href = './dashboard/';)
20:38:13	359/359	---M--	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/dashboard/alert_new.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/dashboard/alert_new.js	(from window.location.href = './dashboard/';)
20:38:13	5010/5010	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/dashboard/alert.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/dashboard/alert.js	(from window.location.href = './dashboard/';)
20:38:13	15814/15814	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/dashboard/sweetalert.min.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/dashboard/sweetalert.min.js	(from window.location.href = './dashboard/';)
20:38:13	15324/15324	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/jquery.ui.widget.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/jquery.ui.widget.js	(from window.location.href = './dashboard/';)
20:38:15	55995/55995	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/jquery.fileupload.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/jquery.fileupload.js	(from window.location.href = './dashboard/';)
20:38:15	8902/8902	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2025%20Nov%202021%2004:17:16%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/js/homepage/jquery.iframe-transport.js	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/js/homepage/jquery.iframe-transport.js	(from window.location.href = './dashboard/';)
20:39:26	3261855/3261855	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg1.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg1.png	(from window.location.href = './dashboard/';)
20:39:27	3659534/3659534	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg6.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg6.png	(from window.location.href = './dashboard/';)
20:39:27	3864354/3864354	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg17.png	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide3/GalleryImg17.png	(from window.location.href = './dashboard/';)
20:39:27	656201/656201	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Nov%202021%2004:17:12%20GMT	https://adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide1/remote.jpg	C:/Users/Trija/Downloads/ADIPWebsite/adip.disabilityaffairs.gov.in/ADIP/images/latest/img/slides/camera/slide1/remote.jpg	(from window.location.href = './dashboard/';)
